Token,Uid,Link
RepCloudTX,1039879658400112640,https://twitter.com/RepCloudTX
RepAGonzalez,1054381765224210432,https://twitter.com/RepAGonzalez
RepJoeMorelle,1064595993222615040,https://twitter.com/RepJoeMorelle
RepChrisPappas,1067748650485497862,https://twitter.com/RepChrisPappas
RepKatieHill,1068273911224094721,https://twitter.com/RepKatieHill
RepSusanWild,1069636653353000962,https://twitter.com/RepSusanWild
RepBenCline,1072158357237174272,https://twitter.com/RepBenCline
RepVanTaylor,1075040139351597056,https://twitter.com/RepVanTaylor
RepBryanSteil,1075205691621720064,https://twitter.com/RepBryanSteil
RepPeteStauber,1075830599007510535,https://twitter.com/RepPeteStauber
RepHaleyStevens,1076161611033968640,https://twitter.com/RepHaleyStevens
RepSlotkin,1078401427347857408,https://twitter.com/RepSlotkin
RepMaxRose,1078692057940742144,https://twitter.com/RepMaxRose
RepJoeNeguse,1078749802765139968,https://twitter.com/RepJoeNeguse
RepAndyKimNJ,1078771848882593793,https://twitter.com/RepAndyKimNJ
RepRashida,1079769536730140672,https://twitter.com/RepRashida
RepLoriTrahan,1079802482640019456,https://twitter.com/RepLoriTrahan
RepCunningham,1080198683713507335,https://twitter.com/RepCunningham
RepAndyLevin,1080277407867772930,https://twitter.com/RepAndyLevin
RepElaineLuria,1080292515939565568,https://twitter.com/RepElaineLuria
RepKimSchrier,1080462532815532032,https://twitter.com/RepKimSchrier
repdelgado,1080485692298444800,https://twitter.com/repdelgado
RepArmstrongND,1080515866255593472,https://twitter.com/RepArmstrongND
RepUnderwood,1080539438508400642,https://twitter.com/RepUnderwood
RepDavidTrone,1080573351914061825,https://twitter.com/RepDavidTrone
RepPressley,1080584229510172678,https://twitter.com/RepPressley
RepTorresSmall,1080830346915209216,https://twitter.com/RepTorresSmall
RepJoshHarder,1080851152151953410,https://twitter.com/RepJoshHarder
RepCindyAxne,1080865917377097728,https://twitter.com/RepCindyAxne
RepGregStanton,1080885078425784320,https://twitter.com/RepGregStanton
RepDanCrenshaw,1080894931311431682,https://twitter.com/RepDanCrenshaw
RepBrindisi,1080978331535896576,https://twitter.com/RepBrindisi
DonnaShalala,737719829579345920,https://twitter.com/DonnaShalala
SMurphyCongress,745372686596120576,https://twitter.com/SMurphyCongress
RepMarshall,752364246218862592,https://twitter.com/RepMarshall
RepJimmyPanetta,796736612554117120,https://twitter.com/RepJimmyPanetta
RepDrewFerguson,806583915012046854,https://twitter.com/RepDrewFerguson
RepOHalleran,808416682972770304,https://twitter.com/RepOHalleran
RepPaulMitchell,811632636598910976,https://twitter.com/RepPaulMitchell
RepTrey,811986281177772032,https://twitter.com/RepTrey
CongressmanRaja,814179031956488192,https://twitter.com/CongressmanRaja
RepJoshG,815310506596691968,https://twitter.com/RepJoshG
DrNealDunnFL2,815952318487298048,https://twitter.com/DrNealDunnFL2
RepLouCorrea,815985039485837312,https://twitter.com/RepLouCorrea
RepCharlieCrist,816030424778543104,https://twitter.com/RepCharlieCrist
RepJimBanks,816131319033950208,https://twitter.com/RepJimBanks
RepCarbajal,816157667882373120,https://twitter.com/RepCarbajal
RepArrington,816284664658874368,https://twitter.com/RepArrington
RepBrianFitz,816303263586914304,https://twitter.com/RepBrianFitz
RepTomSuozzi,816705409486618624,https://twitter.com/RepTomSuozzi
RepBarragan,816833925456789505,https://twitter.com/RepBarragan
RepEspaillat,817076257770835968,https://twitter.com/RepEspaillat
RepAlLawsonJr,818472418620608512,https://twitter.com/RepAlLawsonJr
RepGonzalez,818536152588238849,https://twitter.com/RepGonzalez
RepMattGaetz,818948638890217473,https://twitter.com/RepMattGaetz
RepAnthonyBrown,823552974253342721,https://twitter.com/RepAnthonyBrown
RepRutherfordFL,828977216595849216,https://twitter.com/RepRutherfordFL
RepClayHiggins,843636970538618880,https://twitter.com/RepClayHiggins
RepRonEstes,854715071116849157,https://twitter.com/RepRonEstes
DrPaulGosar,872148729184362497,https://twitter.com/DrPaulGosar
LaurenUnderwood,872156132688711681,https://twitter.com/LaurenUnderwood
RepRalphNorman,880480631108644864,https://twitter.com/RepRalphNorman
GregPenceIN,890038958104735744,https://twitter.com/GregPenceIN
LoriTrahanMA,915975047545749504,https://twitter.com/LoriTrahanMA
VanDrewForNJ,935756923806343168,https://twitter.com/VanDrewForNJ
sharicedavids,950952511556538368,https://twitter.com/sharicedavids
RepGuthrie,1908143071,https://twitter.com/RepGuthrie
RepByrne,2253968388,https://twitter.com/RepByrne
RepKClark,2293131060,https://twitter.com/RepKClark
RepJimmyGomez,2371339658,https://twitter.com/RepJimmyGomez
RepRobWoodall,2382685057,https://twitter.com/RepRobWoodall
RepHastingsFL,2433737761,https://twitter.com/RepHastingsFL
TomOHalleran,2573587962,https://twitter.com/TomOHalleran
RepMoolenaar,2696643955,https://twitter.com/RepMoolenaar
ChuyForCongress,2847603597,https://twitter.com/ChuyForCongress
USRepGaryPalmer,2861616083,https://twitter.com/USRepGaryPalmer
RepLawrence,2863006655,https://twitter.com/RepLawrence
RepTomEmmer,2914515430,https://twitter.com/RepTomEmmer
RepAdams,2916086925,https://twitter.com/RepAdams
RepNewhouse,2930635215,https://twitter.com/RepNewhouse
RepFrenchHill,2953974395,https://twitter.com/RepFrenchHill
RepDonBeyer,2962868158,https://twitter.com/RepDonBeyer
RepAbraham,2962891515,https://twitter.com/RepAbraham
RepRickAllen,2964287128,https://twitter.com/RepRickAllen
RepBost,2964877294,https://twitter.com/RepBost
RepRubenGallego,2966570782,https://twitter.com/RepRubenGallego
RepDeSaulnier,2968007206,https://twitter.com/RepDeSaulnier
RepBonnie,2968451607,https://twitter.com/RepBonnie
RepKathleenRice,2970462034,https://twitter.com/RepKathleenRice
CongressmanHice,2975091705,https://twitter.com/CongressmanHice
RepPeteAguilar,3018670151,https://twitter.com/RepPeteAguilar
RepTedLieu,3044993235,https://twitter.com/RepTedLieu
MaxineWaters,3166120541,https://twitter.com/MaxineWaters
BrianMastFL,3170031728,https://twitter.com/BrianMastFL
RepTrentKelly,3317799825,https://twitter.com/RepTrentKelly
VoteForTrey,3431000296,https://twitter.com/VoteForTrey
LisaBRochester,4049197462,https://twitter.com/LisaBRochester
GReschenthaler,4205133682,https://twitter.com/GReschenthaler
FrancisRooney,4433285713,https://twitter.com/FrancisRooney
MikeJohnson,4849654052,https://twitter.com/MikeJohnson
grace4congress,4895651115,https://twitter.com/grace4congress
RepBera,950783972,https://twitter.com/RepBera
RepAndyHarrisMD,960962340,https://twitter.com/RepAndyHarrisMD
RepThomasMassie,975200486,https://twitter.com/RepThomasMassie
RodneyDavis,993153006,https://twitter.com/RodneyDavis
RepLipinski,1009269193,https://twitter.com/RepLipinski
RepMarkTakano,1037321378,https://twitter.com/RepMarkTakano
RepGraceMeng,1051127714,https://twitter.com/RepGraceMeng
RepLowenthal,1055730738,https://twitter.com/RepLowenthal
TXRandy14,1058051748,https://twitter.com/TXRandy14
RepTomRice,1058345042,https://twitter.com/RepTomRice
RepAnnieKuster,1058717720,https://twitter.com/RepAnnieKuster
RepMullin,1060370282,https://twitter.com/RepMullin
TulsiPress,1064206014,https://twitter.com/TulsiPress
RepDennyHeck,1068499286,https://twitter.com/RepDennyHeck
RepLaMalfa,1069124515,https://twitter.com/RepLaMalfa
RepSchneider,1071840474,https://twitter.com/RepSchneider
RepChrisStewart,1072008757,https://twitter.com/RepChrisStewart
SusanWBrooks,1074101017,https://twitter.com/SusanWBrooks
RepVeasey,1074129612,https://twitter.com/RepVeasey
RepLoisFrankel,1077121945,https://twitter.com/RepLoisFrankel
RepBillFoster,1080509366,https://twitter.com/RepBillFoster
RepAndyBarr,1089334250,https://twitter.com/RepAndyBarr
RepCheri,1092979962,https://twitter.com/RepCheri
RepScottPeters,1135486501,https://twitter.com/RepScottPeters
RepDonaldPayne,1155335864,https://twitter.com/RepDonaldPayne
SteveScalise,1209417007,https://twitter.com/SteveScalise
RogerMarshallMD,1240107944,https://twitter.com/RogerMarshallMD
RepJuanVargas,1260172386,https://twitter.com/RepJuanVargas
Abby4Iowa,1262017122,https://twitter.com/Abby4Iowa
PeterWelch,1410590874,https://twitter.com/PeterWelch
USRepLong,1444015610,https://twitter.com/USRepLong
JoeNeguse,1542372750,https://twitter.com/JoeNeguse
RepJasonSmith,1623308912,https://twitter.com/RepJasonSmith
DarrenSoto,1730030220,https://twitter.com/DarrenSoto
JoshHarder,438665212,https://twitter.com/JoshHarder
Buddy_Carter,295712099,https://twitter.com/Buddy_Carter
CongPalazzo,299883942,https://twitter.com/CongPalazzo
RepThompson,303861808,https://twitter.com/RepThompson
RepBobbyRush,305216911,https://twitter.com/RepBobbyRush
RepStephenLynch,310310133,https://twitter.com/RepStephenLynch
MikeSimpson4ID,314223728,https://twitter.com/MikeSimpson4ID
LoisFrankel,349296252,https://twitter.com/LoisFrankel
RepSarbanes,364415553,https://twitter.com/RepSarbanes
ericswalwell,377609596,https://twitter.com/ericswalwell
RepJohnYarmuth,384913290,https://twitter.com/RepJohnYarmuth
RepMcNerney,385429543,https://twitter.com/RepMcNerney
JimmyGomezCA,398193180,https://twitter.com/JimmyGomezCA
MarkAmodeiNV2,402719755,https://twitter.com/MarkAmodeiNV2
Dr_RaulRuiz,409522947,https://twitter.com/Dr_RaulRuiz
GKButterfield,432676344,https://twitter.com/GKButterfield
RepRichardNeal,442824717,https://twitter.com/RepRichardNeal
RepCicilline,462143773,https://twitter.com/RepCicilline
RepRoybalAllard,479872233,https://twitter.com/RepRoybalAllard
BradSherman4SFV,494291143,https://twitter.com/BradSherman4SFV
BettyMcCollum04,516880804,https://twitter.com/BettyMcCollum04
RepBradWenstrup,518644221,https://twitter.com/RepBradWenstrup
jamie_raskin,549579841,https://twitter.com/jamie_raskin
RepBonamici,558769636,https://twitter.com/RepBonamici
RepMarcyKaptur,581141508,https://twitter.com/RepMarcyKaptur
LacyClayMO1,584912320,https://twitter.com/LacyClayMO1
standwithbarry,586191770,https://twitter.com/standwithbarry
Troy_Balderson,603083228,https://twitter.com/Troy_Balderson
katieporteroc,617266600,https://twitter.com/katieporteroc
RepCartwright,776664410,https://twitter.com/RepCartwright
IlhanMN,783792992,https://twitter.com/IlhanMN
RepDannyDavis,789244177,https://twitter.com/RepDannyDavis
RepDavidRouzer,834069080,https://twitter.com/RepDavidRouzer
JimPressOffice,851621377,https://twitter.com/JimPressOffice
MikeKellyPA,935368364,https://twitter.com/MikeKellyPA
SeanDuffyWI,234022257,https://twitter.com/SeanDuffyWI
WhipClyburn,188019606,https://twitter.com/WhipClyburn
RepTomGraves,190328374,https://twitter.com/RepTomGraves
RepVisclosky,193872188,https://twitter.com/RepVisclosky
RepBenMcAdams,196362083,https://twitter.com/RepBenMcAdams
RepAndreCarson,199325935,https://twitter.com/RepAndreCarson
RepSteveStivers,211420609,https://twitter.com/RepSteveStivers
gregstantonaz,218292287,https://twitter.com/gregstantonaz
NitaLowey,221792092,https://twitter.com/NitaLowey
RepDavid,229197216,https://twitter.com/RepDavid
RepBrendanBoyle,231108733,https://twitter.com/RepBrendanBoyle
USRepKeating,232992031,https://twitter.com/USRepKeating
justinamash,233842454,https://twitter.com/justinamash
RepWilson,234014087,https://twitter.com/RepWilson
rep_stevewomack,234469322,https://twitter.com/rep_stevewomack
RepLarryBucshon,234812598,https://twitter.com/RepLarryBucshon
RepChuck,235190657,https://twitter.com/RepChuck
NormaJTorres,236279233,https://twitter.com/NormaJTorres
RepMoBrooks,237299871,https://twitter.com/RepMoBrooks
RepSteveChabot,237750442,https://twitter.com/RepSteveChabot
RepWalberg,237862972,https://twitter.com/RepWalberg
RepJeffDuncan,240393970,https://twitter.com/RepJeffDuncan
RepMcKinley,240427862,https://twitter.com/RepMcKinley
RepYvetteClarke,240812994,https://twitter.com/RepYvetteClarke
RepFrankLucas,242772524,https://twitter.com/RepFrankLucas
HerreraBeutler,242926427,https://twitter.com/HerreraBeutler
sethmoulton,248495200,https://twitter.com/sethmoulton
RepBarbaraLee,248735463,https://twitter.com/RepBarbaraLee
SanfordBishop,249410485,https://twitter.com/SanfordBishop
RepTomReed,252819323,https://twitter.com/RepTomReed
CheriBustos,257180565,https://twitter.com/CheriBustos
RepMaloney,258900199,https://twitter.com/RepMaloney
StenyHoyer,266719387,https://twitter.com/StenyHoyer
RepZoeLofgren,267938462,https://twitter.com/RepZoeLofgren
Schneider4IL10,278005891,https://twitter.com/Schneider4IL10
Deb4CongressNM,286476728,https://twitter.com/Deb4CongressNM
RepAlGreen,156333623,https://twitter.com/RepAlGreen
RepKayGranger,161743731,https://twitter.com/RepKayGranger
RepCohen,162069635,https://twitter.com/RepCohen
RepEliotEngel,164007407,https://twitter.com/RepEliotEngel
NydiaVelazquez,164369297,https://twitter.com/NydiaVelazquez
repdavidscott,168673083,https://twitter.com/repdavidscott
RussFulcher,172944579,https://twitter.com/RussFulcher
BradleyByrne,42481696,https://twitter.com/BradleyByrne
BeraForCongress,43986986,https://twitter.com/BeraForCongress
SteveKingIA,48117116,https://twitter.com/SteveKingIA
RepMcClintock,50152441,https://twitter.com/RepMcClintock
RepMikeTurner,51228911,https://twitter.com/RepMikeTurner
DevinNunes,54412900,https://twitter.com/DevinNunes
RepMikeQuigley,56864092,https://twitter.com/RepMikeQuigley
RepAdamSmith,58928690,https://twitter.com/RepAdamSmith
SeanCasten,66804351,https://twitter.com/SeanCasten
CongMikeSimpson,76132891,https://twitter.com/CongMikeSimpson
Robert_Aderholt,76452765,https://twitter.com/Robert_Aderholt
JacksonLeeTX18,80612021,https://twitter.com/JacksonLeeTX18
RepPaulTonko,84119348,https://twitter.com/RepPaulTonko
RepSchakowsky,85896319,https://twitter.com/RepSchakowsky
AlLawsonJr,88291132,https://twitter.com/AlLawsonJr
RepDwightEvans,90639372,https://twitter.com/RepDwightEvans
Ed4Colorado,105290638,https://twitter.com/Ed4Colorado
RepRonKind,112740986,https://twitter.com/RepRonKind
brettguthrie,114607567,https://twitter.com/brettguthrie
barrforcongress,115186195,https://twitter.com/barrforcongress
DWStweets,115979444,https://twitter.com/DWStweets
Harris4Congress,122713203,https://twitter.com/Harris4Congress
McGovernMA,128664931,https://twitter.com/McGovernMA
Steve4Kansas,129259273,https://twitter.com/Steve4Kansas
AdamSchiff,133028836,https://twitter.com/AdamSchiff
WebsterCongress,136526394,https://twitter.com/WebsterCongress
AOC,138203134,https://twitter.com/AOC
CedricRichmond,142419647,https://twitter.com/CedricRichmond
RepMarciaFudge,153486399,https://twitter.com/RepMarciaFudge
AdamKinzinger,18004222,https://twitter.com/AdamKinzinger
RepPeteKing,18277655,https://twitter.com/RepPeteKing
RepScottPerry,18773159,https://twitter.com/RepScottPerry
JeffFortenberry,18805303,https://twitter.com/JeffFortenberry
JimLangevin,18909919,https://twitter.com/JimLangevin
repbenraylujan,19318314,https://twitter.com/repbenraylujan
VernBuchanan,20467163,https://twitter.com/VernBuchanan
RepSchrader,20545793,https://twitter.com/RepSchrader
tedlieu,21059255,https://twitter.com/tedlieu
gregsteube,21924842,https://twitter.com/gregsteube
replouiegohmert,22055226,https://twitter.com/replouiegohmert
repjimcooper,22523087,https://twitter.com/repjimcooper
RepGwenMoore,22669526,https://twitter.com/RepGwenMoore
TomColeOK04,23124635,https://twitter.com/TomColeOK04
RepKenMarchant,23976316,https://twitter.com/RepKenMarchant
janschakowsky,24195214,https://twitter.com/janschakowsky
TomGravesGA14,24852012,https://twitter.com/TomGravesGA14
congbillposey,25086658,https://twitter.com/congbillposey
RepMcCaul,26424123,https://twitter.com/RepMcCaul
RepWalterJones,26778110,https://twitter.com/RepWalterJones
PatrickMcHenry,27676828,https://twitter.com/PatrickMcHenry
RepDianaDeGette,28599820,https://twitter.com/RepDianaDeGette
repjohnlewis,29450962,https://twitter.com/repjohnlewis
RepSamGraves,29766367,https://twitter.com/RepSamGraves
BradSherman,30216513,https://twitter.com/BradSherman
FrankPallone,31801993,https://twitter.com/FrankPallone
RepJoseSerrano,33563161,https://twitter.com/RepJoseSerrano
RepMikeRogersAL,33977070,https://twitter.com/RepMikeRogersAL
DebbieLesko,34715823,https://twitter.com/DebbieLesko
RepMaxineWaters,36686040,https://twitter.com/RepMaxineWaters
MarioDB,37094727,https://twitter.com/MarioDB
RobinLynneKelly,38285038,https://twitter.com/RobinLynneKelly
USRepMikeDoyle,39249305,https://twitter.com/USRepMikeDoyle
deanbphillips,39894447,https://twitter.com/deanbphillips
RepSmucker,41417564,https://twitter.com/RepSmucker
jackiewalorski,14562874,https://twitter.com/jackiewalorski
chelliepingree,14984637,https://twitter.com/chelliepingree
RobWittman,15356407,https://twitter.com/RobWittman
kevinomccarthy,15428227,https://twitter.com/kevinomccarthy
michaelcburgess,15751083,https://twitter.com/michaelcburgess
tommcclintock,15773898,https://twitter.com/tommcclintock
leezeldin,15874918,https://twitter.com/leezeldin
PeteOlson,12726012,https://twitter.com/PeteOlson
RepTimRyan,13491312,https://twitter.com/RepTimRyan
boblatta,15394954,https://twitter.com/boblatta
RepShimkus,15600527,https://twitter.com/RepShimkus
SpeakerPelosi,15764644,https://twitter.com/SpeakerPelosi
repblumenauer,15954997,https://twitter.com/repblumenauer
virginiafoxx,16256269,https://twitter.com/virginiafoxx
cathymcmorris,17976923,https://twitter.com/cathymcmorris
Jim_Jordan,18166778,https://twitter.com/Jim_Jordan
RepSires,18696134,https://twitter.com/RepSires
JohnGaramendi,18907463,https://twitter.com/JohnGaramendi
CongressmanGT,18967498,https://twitter.com/CongressmanGT
GOPLeader,19739126,https://twitter.com/GOPLeader
RepKevinBrady,19926675,https://twitter.com/RepKevinBrady
RepPerlmutter,20552026,https://twitter.com/RepPerlmutter
DavidSchweikert,21509894,https://twitter.com/DavidSchweikert
LeaderHoyer,22012091,https://twitter.com/LeaderHoyer
KenCalvert,22545491,https://twitter.com/KenCalvert
RepGregoryMeeks,22812754,https://twitter.com/RepGregoryMeeks
KatherineClark,23201727,https://twitter.com/KatherineClark
RepHankJohnson,24745957,https://twitter.com/RepHankJohnson
RepSpeier,24913074,https://twitter.com/RepSpeier
RepGusBilirakis,26051676,https://twitter.com/RepGusBilirakis
TulsiGabbard,26637348,https://twitter.com/TulsiGabbard
HarleyRouda,27789237,https://twitter.com/HarleyRouda
RepRaulGrijalva,28602948,https://twitter.com/RepRaulGrijalva
RepAdamSchiff,29501253,https://twitter.com/RepAdamSchiff
jahimes,31611298,https://twitter.com/jahimes
repgregwalden,32010840,https://twitter.com/repgregwalden
JohnLarsonCT,155585373,https://twitter.com/JohnLarsonCT
RepDavidEPrice,155669457,https://twitter.com/RepDavidEPrice
gracenapolitano,161411080,https://twitter.com/gracenapolitano
BobbyScott,161791703,https://twitter.com/BobbyScott
repcleaver,163570705,https://twitter.com/repcleaver
RepEBJ,168502762,https://twitter.com/RepEBJ
Matsui4Congress,169331127,https://twitter.com/Matsui4Congress
jerrymcnerney,176512266,https://twitter.com/jerrymcnerney
JoeCourtneyCT,183351637,https://twitter.com/JoeCourtneyCT
Foster4Congress,188403766,https://twitter.com/Foster4Congress
RepJudyChu,193732179,https://twitter.com/RepJudyChu
KingforCongress,194729373,https://twitter.com/KingforCongress
RepCuellar,210926192,https://twitter.com/RepCuellar
RepBillJohnson,211530910,https://twitter.com/RepBillJohnson
RepKinzinger,219429281,https://twitter.com/RepKinzinger
RepMarthaRoby,224294785,https://twitter.com/RepMarthaRoby
JoaquinCastrotx,231510077,https://twitter.com/JoaquinCastrotx
RepRickCrawford,233693291,https://twitter.com/RepRickCrawford
RepHuizenga,233949261,https://twitter.com/RepHuizenga
RepMGriffith,234057152,https://twitter.com/RepMGriffith
AustinScottGA08,234797704,https://twitter.com/AustinScottGA08
RepBobGibbs,234822928,https://twitter.com/RepBobGibbs
DesJarlaisTN04,235312723,https://twitter.com/DesJarlaisTN04
RepBillFlores,237312687,https://twitter.com/RepBillFlores
RepHartzler,237763317,https://twitter.com/RepHartzler
RepKarenBass,239949176,https://twitter.com/RepKarenBass
RepGosar,240760644,https://twitter.com/RepGosar
RepMcGovern,242426145,https://twitter.com/RepMcGovern
RepTipton,242873057,https://twitter.com/RepTipton
RepJimCosta,245451804,https://twitter.com/RepJimCosta
RepAnnaEshoo,249348006,https://twitter.com/RepAnnaEshoo
RepPeterDeFazio,252249233,https://twitter.com/RepPeterDeFazio
RepJoeWilson,254082173,https://twitter.com/RepJoeWilson
JohnSarbanes,259364314,https://twitter.com/JohnSarbanes
RepRichmond,267854863,https://twitter.com/RepRichmond
Ann_Kirkpatrick,272004287,https://twitter.com/Ann_Kirkpatrick
RepWebster,281540744,https://twitter.com/RepWebster
ScottPetersSD,292594517,https://twitter.com/ScottPetersSD
ConawayTX11,295685416,https://twitter.com/ConawayTX11
RepAdrianSmith,296245061,https://twitter.com/RepAdrianSmith
Nanette4CA,303633791,https://twitter.com/Nanette4CA
Call_Me_Dutch,305620929,https://twitter.com/Call_Me_Dutch
RepLindaSanchez,312134473,https://twitter.com/RepLindaSanchez
JaredHuffman,334894942,https://twitter.com/JaredHuffman
SusanBrooksIN,344201516,https://twitter.com/SusanBrooksIN
MacTXPress,377534571,https://twitter.com/MacTXPress
RepTerriSewell,381152398,https://twitter.com/RepTerriSewell
rickallen,385111151,https://twitter.com/rickallen
RepHorsford,389840566,https://twitter.com/RepHorsford
RepRickLarsen,404132211,https://twitter.com/RepRickLarsen
